"id","type","level","title","description","speakers","venue","dayTime","services","tags","url"
"ANT325-R","Chalk talk","300","A deep dive into AI/ML development in SageMaker Unified Studio [REPEAT]","ML teams often struggle with fragmented tools and disconnected solutions that slow down AI development. SageMaker Unified Studio offers a single environment for data processing, integration, and analysis alongside trusted tools for AI/ML development. This deep dive session will demonstrate how SageMaker Unified Studio streamlines the path from data management to ML model deployment, with a focus on purpose-built tools for each step of the model lifecycle.","Shivagami Gugan; Uday Narayanan","MGM","Monday 13:30 - 14:30","Amazon SageMaker; Amazon SageMaker AI","Generative AI; Machine Learning; Analytics; Artificial Intelligence; Data Engineer; Data Scientist; Developer / Engineer; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399548191001Tmj0"
"ANT325-R1","Chalk talk","300","A deep dive into AI/ML development in SageMaker Unified Studio [REPEAT]","ML teams often struggle with fragmented tools and disconnected solutions that slow down AI development. SageMaker Unified Studio offers a single environment for data processing, integration, and analysis alongside trusted tools for AI/ML development. This deep dive session will demonstrate how SageMaker Unified Studio streamlines the path from data management to ML model deployment, with a focus on purpose-built tools for each step of the model lifecycle.","Shivagami Gugan; Uday Narayanan","MGM","Tuesday 13:30 - 14:30","Amazon SageMaker; Amazon SageMaker AI","Generative AI; Machine Learning; Analytics; Artificial Intelligence; Data Engineer; Data Scientist; Developer / Engineer; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635132550001fixj"
"SEC402-R1","Chalk talk","400","A deep dive on IAM policy evaluation [REPEAT]","In this chalk talk, learn how policy evaluation works in detail and walk through some advanced AWS Identity and Access Management (IAM) policy evaluation scenarios. Discover how request context is evaluated, explore delegation patterns AWS services use to make requests, understand various condition keys and their optimal use, and receive recommendations for use of each policy type.","Matt Luttrell; Dennis Tighe (AWS)","Caesars Forum","Monday 10:00 - 11:00","AWS Identity and Access Management (IAM)","Identity & Access Management; Security & Identity; Developer / Engineer; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635130798001f2pk"
"SEC402-R","Chalk talk","400","A deep dive on IAM policy evaluation [REPEAT]","In this chalk talk, learn how policy evaluation works in detail and walk through some advanced AWS Identity and Access Management (IAM) policy evaluation scenarios. Discover how request context is evaluated, explore delegation patterns AWS services use to make requests, understand various condition keys and their optimal use, and receive recommendations for use of each policy type.","Matt Luttrell; Dennis Tighe (AWS)","MGM","Tuesday 13:00 - 14:00","AWS Identity and Access Management (IAM)","Identity & Access Management; Security & Identity; Developer / Engineer; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753151034690001TJlT"
"SEC402-R2","Chalk talk","400","A deep dive on IAM policy evaluation [REPEAT]","In this chalk talk, learn how policy evaluation works in detail and walk through some advanced AWS Identity and Access Management (IAM) policy evaluation scenarios. Discover how request context is evaluated, explore delegation patterns AWS services use to make requests, understand various condition keys and their optimal use, and receive recommendations for use of each policy type.","Matt Luttrell; Dennis Tighe (AWS)","Caesars Forum","Wednesday 16:30 - 17:30","AWS Identity and Access Management (IAM)","Identity & Access Management; Security & Identity; Developer / Engineer; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635130640001fBFr"
"SNR301","Breakout session","300","A leaders guide to accelerating large-scale migration","In this session, hear about a simplified and streamlined approach to cloud migration based on real-world experience leading successful all-in migrations to AWS and guiding hundreds of other organizations on their enterprise migration journeys. Get insight that seeks to challenge conventional wisdom, and hear about what’s been proven to work as well as some common pitfalls to avoid. Learn how you can help get employees invested, create forcing functions for innovation, and build accountability, while managing uncertainty and achieving a faster, cheaper, and more efficient migration process. The time to migrate is now.","Jake Burns","Wynn","Tuesday 16:30 - 17:30","","Migration & Modernization; Business Executive; IT Executive; Senior Leaders; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399807658001K75h"
"SNR304","Breakout session","300","A leaders guide to achieving compliance through software excellence","Traditional software development often resembles a manufacturing assembly line, where code passes from one developer to the next, creating idle time and fragmented documentation that fails to meet modern compliance demands. Modern application development offers a better way to simultaneously enhance productivity and satisfy regulatory requirements. Through integrated tooling and practices—including Git version control and automated testing—organizations can maximize developer productivity while naturally producing documentary proof that serves as compliance evidence. This session features real-world examples from leaders who have successfully leveraged these practices to meet critical compliance standards (FDA 21 CFR Part 11, ISO 13485, GMP Annex 11).","Tom Godden; Ian Sutcliffe","Wynn","Monday 16:30 - 17:30","","Culture of Security; Cloud Operations; Security & Identity; Business Executive; IT Executive; Senior Leaders; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399807905001K8GW"
"SNR303","Breakout session","300","A leaders guide to advanced mental models and mechanisms","To build a lasting, performant corporate culture, you need not only strong mental models to guide your employees and help them make decisions but also the right mechanisms to operationalize company values and mental models—and to help them persist. This session examines why organizational culture erodes over time, dives into the organizational artifacts that reinforce existing cultural patterns, and shares some of the best practices that help create strong mechanisms, using examples from Amazon’s own journey.","Helena Yin Koeppl","Wynn","Wednesday 13:00 - 14:00","","Migration & Modernization; Business Executive; IT Executive; Senior Leaders; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399807821001KS1F"
"SNR307","Breakout session","300","A leaders guide to advanced team structures in an agentic world","As AI agents transform the workplace, organizations must adapt their structures and methodologies to harness new opportunities. The probabilistic nature of AI requires continuous iteration and intelligent oversight, creating new ways of working across business functions. To thrive, organizations must combine clear capability assessment with agile planning while leveraging their unique domain expertise and data assets. This keynote explores how leadership is evolving to meet these needs, covering new organizational models and roles that coordinate human-AI hybrid teams. Leaders will learn strategies for balancing rapid decision-making with strategic oversight, finding the optimal mix of centralized guidance and decentralized innovation.","Jonathan Allen; Stephen Brozovich","Wynn","Monday 12:00 - 13:00","","Generative AI; Innovation & Transformation; Agentic AI; Artificial Intelligence; Business Executive; IT Executive; Senior Leaders; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399807946001KIBG"
"SNR201","Breakout session","200","A leaders guide to agentic AI","In a landscape of rapid AI evolution and daily headlines, senior leaders need clarity on what Agentic AI means for their business. This session cuts through the noise to provide a practical understanding of autonomous AI agents and their strategic implications for your organization. We will demystify Agentic AI and focus on what matters most to leaders. We will share how both management and architecture models will need to evolve to get value out of the autonomous AI systems.","Raghvender Arni; Ishit Vachhrajani","Wynn","Monday 10:30 - 11:30","","Artificial Intelligence; Business Executive; IT Executive; Senior Leaders; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399807474001KsvG"
